1.733709502220153809e+01,7.817543859649123306e+01
1.740612506866455078e+01,7.809954233409611390e+01
1.742223906517028809e+01,7.809954233409611390e+01
1.749192142486572266e+01,7.669183829138063402e+01
1.752309226989746094e+01,7.669183829138063402e+01
1.759273457527160645e+01,7.712852784134248907e+01
1.762391042709350586e+01,7.712852784134248907e+01
1.770837569236755371e+01,7.829176201372997923e+01
1.772403645515441895e+01,7.829176201372997923e+01
1.779417061805725098e+01,7.724828375286041648e+01
1.782540011405944824e+01,7.724828375286041648e+01
1.789507436752319336e+01,7.821319603356216987e+01
1.792626976966857910e+01,7.821319603356216987e+01
1.799599385261535645e+01,7.919565217391304657e+01
1.801159262657165527e+01,7.919565217391304657e+01
1.809676575660705566e+01,7.816323417238749016e+01
1.812799239158630371e+01,7.816323417238749016e+01
1.819766759872436523e+01,7.877574370709382379e+01
1.822890758514404297e+01,7.877574370709382379e+01
1.829865431785583496e+01,7.793745232646834609e+01
1.832984948158264160e+01,7.793745232646834609e+01
1.839885425567626953e+01,7.748932112890923918e+01
1.841498231887817383e+01,7.748932112890923918e+01
1.850019955635070801e+01,7.817086193745232947e+01
1.853144311904907227e+01,7.817086193745232947e+01
1.860117912292480469e+01,7.982646834477498032e+01
1.863243007659912109e+01,7.982646834477498032e+01
1.870079469680786133e+01,7.999046529366894731e+01
1.871691036224365234e+01,7.999046529366894731e+01
1.878525781631469727e+01,7.833867276887872322e+01
1.881708049774169922e+01,7.833867276887872322e+01
1.890196442604064941e+01,7.920213577421814932e+01
1.893349099159240723e+01,7.920213577421814932e+01
1.900205230712890625e+01,8.088329519450800831e+01
1.903396058082580566e+01,8.088329519450800831e+01
1.910230445861816406e+01,7.956903127383677088e+01
1.911841559410095215e+01,7.956903127383677088e+01
1.918742728233337402e+01,7.753089244851258854e+01
1.921867346763610840e+01,7.753089244851258854e+01
1.930437946319580078e+01,7.731998474446987757e+01
1.933526921272277832e+01,7.731998474446987757e+01
1.940384697914123535e+01,7.684134248665139921e+01
1.941958045959472656e+01,7.684134248665139921e+01
1.948864006996154785e+01,7.807894736842105488e+01
1.951988816261291504e+01,7.807894736842105488e+01
1.958942461013793945e+01,7.514607170099161237e+01
1.962108492851257324e+01,7.514607170099161237e+01
1.970652723312377930e+01,7.514111365369946327e+01
1.973720765113830566e+01,7.514111365369946327e+01
1.980639576911926270e+01,7.724370709382151290e+01
1.982251858711242676e+01,7.724370709382151290e+01
1.989163160324096680e+01,7.888329519450799410e+01
1.992341351509094238e+01,7.888329519450799410e+01
1.999245595932006836e+01,7.932837528604119370e+01
